681:61,17,542,15,58,302,616,654,32,564
682:168,564,661,984,8860,76,58,364,508,719
683:663,579,1738,3479,7146,74504,49996,79332,15,112536
684:984,168,760,2153,1400,5480,8860,135,661,719
715:984,168,760,2153,1400,5480,8860,135,661,719
716:984,2153,168,1400,8860,5480,135,661,719,760
741:168,984,760,1400,2103,8733,8860,135,661,719
750:58,1196,17,61,616,542,302,564,32,554
754:58,17,61,302,616,1196,542,554,564,15
756:58,17,61,302,542,616,15,554,564,1196
757:17,58,61,542,616,15,302,564,1196,554
758:58,17,616,61,302,542,564,1196,15,554
763:654,302,616,58,17,76,510,861,6,8
773:616,58,302,654,861,8,17,76,84,285
774:58,1196,542,654,61,302,17,32,238,15
775:17,58,61,302,542,616,654,32,1196,15
782:61,654,17,542,32,58,302,616,15,1196
784:61,542,17,654,58,15,32,302,616,245
793:61,17,58,616,654,32,302,542,15,402
803:61,17,542,654,58,616,32,302,1511,8
813:61,17,654,32,58,542,616,8,15,302
815:61,17,654,32,58,542,616,8,15,302
817:17,302,84,654,354,1102,58,4414,29,94
818:302,17,654,84,354,58,1102,8,94,301
823:17,302,508,8,94,58,84,354,616,654
825:17,245,61,94,616,32,364,518,564,15
833:17,61,542,15,32,58,245,616,364,402
835:17,61,32,542,616,15,58,508,1511,245
838:17,61,32,542,616,15,58,508,1511,245
844:17,61,542,15,58,616,32,402,654,1511
850:17,61,542,15,58,616,654,32,302,322
856:17,61,542,616,58,15,245,654,1511,32
857:17,58,616,654,61,302,285,518,15,101
874:61,245,518,15,17,94,616,654,1511,131
891:61,245,518,15,17,94,616,654,1511,131
899:61,245,518,15,17,94,616,654,1511,131
900:61,245,518,15,17,94,616,654,1511,131
911:61,245,518,15,17,94,616,654,1511,131
918:61,245,518,15,17,94,616,654,1511,131
925:61,245,518,15,17,94,616,654,1511,131
926:61,245,15,17,518,616,654,94,364,402
937:61,17,616,15,245,518,542,654,364,402
949:17,302,654,76,616,58,8,866,84,2
964:774,1827,2403,245,2714,3506,1524,2696,3207,970
970:774,1827,2403,245,2714,3506,1524,2696,3207,970
977:17,32,1196,61,542,58,302,616,564,654
981:17,32,1196,61,58,302,542,616,564,654
982:17,32,1196,616,58,61,302,542,564,238
984:32,17,61,616,1196,302,58,542,564,238
992:17,32,1196,61,616,58,302,542,564,238
993:17,302,616,32,61,58,1196,542,861,245
998:17,61,302,616,32,58,1196,542,245,861
1000:58,542,17,61,616,32,302,364,15,564
1007:58,302,616,17,542,15,32,61,650,564
1027:58,302,616,17,542,15,32,61,650,564
1028:302,58,542,616,32,61,15,17,654,554
1044:58,302,616,17,32,61,542,15,654,554
1045:58,302,616,15,17,61,32,554,650,654
1049:58,302,15,17,616,61,32,542,650,654
1068:58,302,15,17,616,61,32,542,650,654
1069:61,616,17,58,302,32,15,542,554,650
1070:61,17,58,542,616,302,15,32,554,654
1082:302,616,17,58,654,61,8,518,542,554
1083:302,616,17,58,654,61,8,518,542,554
1088:17,58,616,302,542,654,61,76,518,15
1094:17,61,518,616,58,15,302,654,245,542
1116:17,61,518,616,58,15,302,654,245,542
1121:17,61,518,616,58,15,302,654,245,542
1125:17,61,15,32,58,654,518,616,8,94
1127:17,61,15,32,508,518,564,8,58,94
1132:17,61,15,32,508,518,564,8,58,94
1133:61,17,15,32,58,94,508,518,564,616
1140:17,1196,61,238,861,58,302,616,32,554
1141:17,1196,61,238,861,58,302,616,32,554
1148:17,58,238,302,861,1196,32,61,616,650
1153:17,61,1196,32,58,616,238,302,554,861
1163:17,61,1196,32,58,616,238,302,554,861
1166:61,17,616,32,58,302,861,1196,15,245
1172:17,61,616,245,542,364,564,1196,15,32
1192:17,61,542,32,616,1196,245,302,650,654
1204:61,17,542,616,32,245,1196,15,302,650
1208:61,17,542,616,32,15,245,302,654,1196
1209:508,891,1790,76,302,17,564,899,94,224
1234:168,719,984,661,8860,574,5738,76,1326,1400
1236:168,719,984,661,8860,574,5738,76,1326,1400
1245:17,224,245,302,1790,168,508,891,1023,518
1263:17,302,616,15,61,224,654,58,94,508
1267:17,302,616,15,61,224,58,542,654,508
1269:17,302,616,15,61,224,58,542,654,508
1288:17,302,616,15,61,224,58,542,654,508
1295:17,58,302,616,654,15,61,542,32,554
1296:17,302,58,616,654,15,542,61,650,32
1302:58,302,17,15,61,238,364,616,654,542
1305:17,58,61,15,302,542,616,654,564,62
1342:17,58,61,302,15,616,542,654,8,238
1382:17,61,15,58,616,654,8,302,508,542
1389:17,61,15,58,616,654,8,302,508,542
1391:17,61,15,58,616,654,8,302,508,542
1397:17,61,58,15,508,616,8,302,654,542
1402:17,15,58,61,616,302,542,654,564,8
1405:17,15,58,61,616,302,542,654,564,8
1407:17,15,58,61,616,302,542,654,564,8
1408:8,17,76,2955,518,302,654,245,616,354
1409:17,58,302,616,84,654,518,8,1102,76
1412:17,58,84,302,616,654,8,518,29,76
1413:17,58,61,302,654,15,616,94,542,32
1418:17,58,616,61,32,15,654,84,302,94
1419:17,58,616,61,32,15,654,84,302,94
1420:17,58,61,616,15,94,518,654,32,245
1427:17,58,61,616,32,15,302,654,542,94
1430:17,61,58,616,32,302,654,15,542,508
1431:17,61,58,616,32,302,654,15,542,564
1435:542,17,61,15,363,518,1196,302,32,245
1437:542,61,17,15,1196,245,363,518,616,654
1441:542,61,17,15,1196,245,363,518,616,654
1447:61,17,15,518,542,1405,363,8,32,94
1448:61,17,15,518,542,1405,363,8,32,94
1457:17,61,15,518,542,94,363,1405,245,285
1458:15,245,17,61,402,518,94,131,542,616
1469:15,61,518,17,94,245,402,542,654,1511
1477:15,17,61,94,245,402,518,542,616,32
1486:15,17,61,94,245,402,518,542,616,32
1490:17,361,358,327,654,709,1126,58,76,302
1491:17,58,542,654,29,15,61,302,616,1196
1500:17,61,542,616,654,58,8,15,302,32
1503:17,61,542,616,8,58,302,508,15,518
1517:17,61,542,616,8,58,302,508,15,518
1518:17,61,542,616,8,58,302,508,654,15
1535:17,61,542,616,58,302,654,32,238,508
1551:17,61,58,32,302,616,542,654,15,518
1552:17,61,58,32,302,616,542,654,15,518
1553:17,58,61,302,542,32,616,654,508,518
1559:17,58,542,285,616,302,654,61,650,1196
1560:518,17,542,15,61,402,616,32,103,654
1561:542,61,17,402,518,1511,15,654,1196,32
1562:542,61,17,402,518,1511,15,58,1196,1403
1569:542,61,17,402,518,1511,15,58,1196,1403
1570:542,61,17,402,518,1511,15,58,1196,1403
1588:542,61,17,402,518,1511,15,58,1196,1403
1589:542,61,17,15,1196,1511,103,402,518,616
1591:542,61,17,15,1196,1511,103,402,518,616
1601:61,542,17,402,15,1403,1511,58,103,518
1602:1405,61,245,518,1987,15,17,103,5117,65
1629:245,518,103,1987,15,1405,61,787,17,542
1634:245,518,103,1987,15,1405,61,787,17,542
1642:15,61,17,518,245,402,32,94,131,542
1653:15,61,518,17,245,402,542,787,32,103
1654:17,61,616,15,542,654,94,245,402,518
1655:17,61,542,616,1511,32,94,518,654,8
1668:17,61,542,616,654,15,32,58,245,302
1681:17,61,542,616,654,15,32,58,245,302
1703:17,61,542,616,32,518,654,8,787,1511
1721:9916,17,61,15,58,654,103,245,616,1196
1727:17,58,616,654,224,650,302,15,29,542
1728:29,17,654,58,302,616,61,650,15,84
1745:17,61,15,58,616,654,29,302,650,8
1746:17,15,58,61,616,654,32,542,1196,861
1751:17,61,32,15,58,542,654,787,245,402
1756:17,518,61,84,245,542,8,15,32,58
1758:17,518,61,8,245,542,787,15,84,58
1761:17,61,518,245,542,8,15,402,787,58
1767:17,518,15,61,245,542,8,402,564,787
1779:56748,37843,67185,17395,93631,25515,86913,93097,103533,65741
1780:12637,13960,9354,67574,32648,1772,64,10503,72271,88524
1783:616,17,58,322,302,564,654,1196,8,84
1787:17,58,542,616,302,654,8,61,1196,32
1788:17,58,302,542,616,1196,654,1511,8,32
1794:542,17,616,8,61,1196,1511,32,58,302
1796:17,542,616,61,58,302,654,8,15,32
1803:17,542,616,61,58,302,654,8,15,32
1820:17,616,58,61,542,32,302,654,8,15
1821:61,542,17,32,616,58,654,8,302,15
1822:15,564,302,542,17,616,650,1196,32,58
1823:17,302,58,616,542,654,554,861,15,61
1840:58,302,542,616,654,17,554,15,32,101
1841:58,302,616,542,554,654,17,15,32,61
1842:58,302,616,542,654,17,554,15,101,32
1850:58,302,616,542,654,17,554,15,101,32
1853:58,302,17,542,616,654,32,101,554,15
1854:58,302,542,17,616,15,61,654,364,554
1862:58,17,542,616,61,302,654,15,32,101
1880:58,17,542,616,61,302,654,15,32,101
1883:61,17,32,616,15,58,402,518,654,508
1890:17,61,616,32,402,518,15,58,542,508
1891:17,61,616,15,32,518,58,402,542,94
1893:17,61,542,32,58,564,616,402,518,654
1894:32,61,17,616,58,302,542,564,1196,402
1911:32,61,17,616,58,302,542,564,1196,402
1912:17,32,61,616,58,302,542,564,1196,15
1913:17,32,61,542,616,564,58,302,1196,15
1930:17,32,61,542,616,564,58,302,1196,15
1932:17,32,61,542,616,58,302,564,1196,15
1950:58,17,542,654,1196,32,61,94,616,101
1951:58,17,542,654,1196,32,61,94,616,101
1952:58,17,302,542,654,616,1196,15,61,101
2005:17,58,61,616,654,542,1196,15,32,302
2017:17,58,61,616,654,542,1196,15,32,302
2025:17,58,61,616,654,542,1196,15,32,302
2030:17,58,542,616,61,654,1196,15,302,1403
2034:17,58,542,616,61,654,1196,15,302,1403
2038:17,58,542,616,61,654,1196,15,302,1403
2046:17,58,542,616,61,654,1196,15,302,1403
2058:3440,69,1617,1917,12597,38690,17944,12495,1410,3
2068:32,245,1987,61,15,103,518,616,787,1405
2070:518,245,1405,8,17,61,787,1987,15,103
2071:15,17,61,518,1405,245,402,542,787,8
2072:15,17,61,518,8,245,1405,32,94,402
2074:15,17,61,518,1405,245,402,542,787,8
2075:17,518,61,542,15,508,1023,1405,32,616
2076:17,518,61,542,15,508,1023,1405,32,616
2077:17,61,15,518,32,542,1405,508,616,1023
2080:17,61,518,15,508,1023,32,94,245,364
2085:1050,542,32,518,17,103,616,1405,322,364
2097:542,17,518,32,58,61,103,508,1405,15
2112:542,17,32,58,518,61,508,103,8,15
2115:542,518,17,58,32,61,508,616,654,1405
2116:17,518,32,542,616,58,61,245,654,1405
2123:17,518,32,61,542,616,245,8,58,508
2135:17,518,32,61,542,616,245,8,58,508
2141:17,518,32,61,542,616,245,8,58,508
2147:17,518,32,61,542,616,245,8,58,508
2154:17,518,542,32,61,508,616,58,245,1023
2160:58,542,17,616,654,1511,101,1196,61,302
2162:17,58,542,616,61,1511,101,654,302,554
2170:58,542,654,17,302,616,1196,61,15,32
2177:58,542,654,17,302,616,1196,61,15,32
2184:58,17,542,616,654,302,61,1196,15,554
2185:58,616,17,542,654,61,302,1196,15,32
2187:58,616,17,542,654,61,302,1196,15,32
2211:17,58,616,542,654,61,15,302,1196,32
2223:17,58,542,616,654,61,15,302,1196,1511
2243:61,17,58,542,616,654,15,302,32,1196
2244:17,15,1511,61,1196,486,542,616,650,8
2247:17,650,15,61,62,76,616,1196,1511,542
2250:17,650,15,61,62,76,616,1196,1511,542
2253:17,15,61,650,1511,62,542,616,787,302
2260:17,15,61,650,1511,62,542,616,787,302
2261:17,61,8,616,15,518,650,787,1511,245
2262:17,61,8,616,15,518,650,787,1511,245
2290:17,61,58,616,8,238,302,542,32,508
2291:17,61,58,616,32,302,1196,542,8,76
2293:17,61,58,616,32,302,1196,542,8,76
2301:2141,17,4032,429,65,84,182,5567,302,1102
2302:20300,5587,2142,2559,16229,39395,245,33882,353,1524
2304:168,8860,5480,20300,2142,16229,5587,2559,661,984
2318:17,542,61,238,8,58,518,616,62,245
2325:17,542,61,8,58,238,616,32,62,245
2335:17,61,58,245,542,518,616,15,8,32
2343:17,61,58,245,542,518,616,15,8,32
2346:17,61,58,542,245,616,8,518,15,32
2347:17,61,58,542,245,616,8,518,15,32
2348:17,61,58,245,32,616,15,518,542,654
2362:17,302,654,76,616,58,8,866,84,2
2363:58,654,17,302,2030,94,84,542,61,76
2364:58,654,17,302,542,224,289,101,1403,61
2369:58,17,302,654,84,224,289,542,101,1403
2373:58,17,616,101,302,654,8,518,542,84
2381:17,58,302,101,542,654,616,650,61,289
2382:17,58,542,61,518,101,289,302,616,654
2384:17,58,61,616,542,302,654,8,32,518
2385:17,58,61,542,616,654,8,302,518,32
2392:17,58,61,542,616,654,8,302,518,32
2393:17,32,61,508,542,564,15,654,8,58
2394:17,518,8,508,542,245,787,15,32,61
2395:17,58,61,542,32,8,302,508,518,616
2399:17,58,508,61,542,32,302,616,654,8
2405:17,61,32,58,542,616,8,302,508,1196
2407:17,61,32,58,542,616,8,302,508,1196
2408:17,61,58,542,32,616,8,302,508,518
2419:17,61,58,542,32,616,8,302,508,518
2429:17,61,58,542,32,616,8,302,508,518
2447:17,58,61,542,616,8,32,302,508,518
2452:12832,27176,2282,48061,77590,6387,8349,19376,22856,10127
2453:23740,71417,12832,35225,29657,27176,2282,193,4249,78361
2454:4755,10041,4825,3107,378,1352,17,8,245,500
2456:508,17,245,564,654,302,378,402,616,787
2461:17,542,61,616,15,302,1403,1511,58,518
2464:17,61,542,302,616,654,15,58,32,402
2465:17,61,15,542,616,58,302,654,518,32
2469:17,61,542,15,58,245,616,654,302,402
2489:17,61,542,15,58,245,616,654,302,402
2491:17,61,542,15,58,245,616,654,302,402
2499:5869,302,1097,17,13523,58,654,616,861,508
2500:17,302,8,654,103,15,58,327,542,245
2501:17,302,8,542,654,58,103,15,61,245
2505:17,654,8,302,542,616,1196,58,61,15
2510:17,8,302,654,1196,58,542,616,32,61
2515:17,654,61,302,616,1196,32,58,542,8
2518:17,654,302,1196,8,58,61,542,616,32
2520:17,61,542,616,8,787,32,58,302,508
2521:17,61,542,616,8,787,1511,15,32,58
2524:17,61,542,616,8,518,302,787,15,58
2536:15,61,17,542,616,245,302,564,654,861
2541:17,61,542,15,616,654,58,302,564,32
2547:61,17,542,58,15,302,616,654,32,787
2553:61,17,542,58,15,302,616,654,32,787
2558:17,61,15,542,302,1511,58,245,616,654
2560:61,17,15,542,302,32,58,616,654,1196
2563:17,542,302,616,15,61,1196,861,58,245
2573:17,542,61,302,616,15,58,1196,245,364
2591:17,542,61,302,616,15,58,1196,245,364
2596:17,542,61,302,616,15,58,1196,245,364
2597:81,76,17,616,654,58,518,29,140,226
2601:4671,3039,17,302,654,2215,11855,787,7622,5512
2604:81,654,17,3137,70,302,354,787,84,65
2611:17,654,8,245,94,518,947,354,542,787
2612:542,17,32,61,1196,1511,564,616,654,238
2615:17,542,654,15,1511,32,61,302,402,564
2625:542,17,654,1511,15,402,32,61,616,302
2626:17,61,32,15,542,616,654,58,302,245
2634:17,61,32,15,542,616,654,58,302,245
2636:61,17,32,15,542,616,654,58,302,1196
2639:1382,17,8,15,84,616,302,354,542,496
2650:1382,17,616,8,15,84,650,70,226,302
2661:3213,1382,17,84,302,518,8,245,616,1405
2663:947,17,873,1382,84,518,245,508,8,58
2666:8,17,45,654,58,616,32,409,508,61
2676:654,8,17,58,616,29,542,45,289,302
2689:654,17,58,508,542,616,8,32,61,302
2693:654,17,58,508,542,616,8,32,61,302
2708:17,518,616,61,654,58,245,402,508,542
2709:61,245,518,8,15,17,402,616,1987,94
2713:1405,518,32,353,17,8,245,654,364,58
2715:5480,168,984,8860,719,7838,463,1528,3601,9874
2716:5480,168,984,8860,719,7838,463,1528,3601,9874
2727:168,564,984,8860,5480,17,61,322,542,719
2730:616,17,32,61,245,564,654,15,302,518
2731:17,61,302,616,654,32,58,245,518,542
2734:17,61,302,616,654,32,58,245,518,542
2735:616,17,654,32,61,245,302,58,542,564
2737:17,616,654,32,61,245,302,58,15,518
2745:616,17,32,61,654,245,302,15,58,564
2746:2312,40,28632,16151,23595,48210,8419,76,5595,24118
2748:2312,40,76,28632,48210,23595,698,31342,16151,5595
2756:17,3231,356,62,114,616,8,302,58,76
2760:17,302,58,356,616,654,650,402,62,787
2776:17,302,58,356,616,654,650,402,62,787
2799:17,302,356,58,616,654,650,402,354,15
2802:17,302,58,356,616,654,650,402,62,354
2803:17,302,58,356,616,654,650,402,62,354
2804:17,616,58,302,654,356,650,62,402,354
2805:17,616,58,302,654,356,650,62,402,354
2812:17,58,518,616,302,787,8,61,84,508
2815:17,58,518,616,302,787,8,61,84,508
2827:493,17,58,508,1822,518,8,84,147,654
2831:17,493,58,94,61,84,302,518,616,861
2846:17,58,493,61,84,94,508,518,616,8
2848:17,302,58,61,518,542,616,650,787,8
2853:17,302,58,61,518,542,616,650,787,8
2854:17,302,542,58,61,518,616,564,654,787
2857:17,542,302,518,58,61,616,564,101,508
2858:17,58,61,302,518,542,616,32,654,94
2861:219,8772,535,5975,6264,131,30936,226,542,4671
2871:245,1991,219,8772,124,8,17,94,378,787
2907:17,32,61,29,15,58,84,302,616,8
2912:17,32,61,15,70,245,508,616,1790,58
2914:32,61,616,17,245,542,564,1196,15,302
2924:32,61,616,17,245,542,564,1196,15,302
2925:32,61,616,17,245,542,15,302,564,1196
2947:32,61,616,17,245,542,15,302,564,1196
2951:32,61,616,17,245,542,15,302,564,1196
2959:17,32,61,616,245,542,1196,15,302,564
2960:17,245,8,518,787,542,327,616,1119,32
2963:17,542,61,518,787,32,616,58,564,245
2965:17,542,61,518,787,32,616,58,564,245
2967:61,245,17,15,542,8,518,564,654,103
2970:17,61,245,542,518,32,302,564,1196,8
2977:17,61,245,542,518,32,616,8,15,76
2981:17,61,245,542,15,654,1511,32,302,616
2989:17,61,58,245,542,616,15,32,654,1196
2990:17,61,58,245,542,616,15,32,654,1196
3002:17,61,58,245,542,616,15,32,654,1196
3004:168,719,984,8860,661,2103,1326,7994,1230,5480
3011:168,719,984,8860,661,2103,1326,7994,1230,5480
3013:168,719,661,1326,984,2103,801,5480,76,8733
3037:168,719,661,1326,984,2103,801,5480,76,8733
3038:168,719,661,1326,984,2103,801,5480,76,8733
3044:17,1790,76,168,245,719,8,15,378,508
3070:76,17,168,719,15,378,564,1790,245,508
3081:17,76,8,15,58,61,302,378,508,564
3100:17,58,302,616,61,301,654,564,8,32
3102:17,58,302,616,61,301,654,564,8,32
3105:542,616,94,17,654,15,32,58,518,245
3107:226,508,81,616,17,564,780,70,542,1511
3110:17,616,226,508,81,245,15,94,542,564
3111:616,17,508,94,245,542,654,564,8,15
3113:17,616,245,508,94,15,226,542,654,32
3121:17,616,94,8,58,84,302,61,354,518
3125:17,616,94,58,302,654,61,84,564,8
3126:17,616,94,58,302,654,61,84,564,8
3129:17,58,616,61,302,542,654,32,94,518
3139:17,58,616,61,302,542,654,32,94,518
3144:8,168,2139,358,5480,564,1013,2135,17,463
3152:8,17,616,15,302,564,518,58,61,542
3166:8,17,616,15,302,564,518,58,61,542
3167:616,2139,8,17,58,302,508,564,15,61
3169:15,17,1405,8,518,542,402,787,61,103
3170:15,17,1405,8,518,542,402,787,61,103
3172:15,17,8,518,542,1405,402,508,616,787
3176:17,15,542,32,61,518,8,508,616,654
3183:17,15,61,518,542,32,508,616,787,8
3184:17,15,61,518,542,32,508,616,787,8
3193:58,17,61,302,616,654,15,32,542,861
3195:58,17,61,302,616,654,15,32,542,861
3220:58,302,17,616,15,61,654,32,542,861
3229:58,302,17,61,616,654,15,32,542,861
3234:17,58,302,61,616,15,32,542,654,861
3237:17,58,302,61,616,15,32,542,654,861
3238:17,58,302,61,616,15,32,542,654,861
3239:17,58,61,302,616,15,654,32,542,861
3246:17,58,61,302,616,15,654,32,542,861
3258:17,58,302,616,542,654,61,15,861,1196
3263:81,6,654,58,302,15,17,61,616,542
3264:81,6,654,58,302,15,17,61,616,542
3277:81,564,76,654,698,58,226,302,508,616
3279:17,58,32,302,508,616,1196,76,363,564
3295:17,58,32,76,302,508,363,564,616,736
3305:17,508,58,76,302,564,616,650,32,363
3306:17,58,508,76,302,564,616,650,736,32
3308:17,58,76,302,508,32,564,616,650,654
3309:58,17,61,302,15,616,654,32,542,1196
3319:58,17,61,302,15,616,654,32,542,1196
3320:840,157,27070,2548,3196,10541,197,8069,5111,7160
3328:17,302,654,616,15,94,363,58,650,76
3329:17,302,654,15,616,363,58,1196,94,650
3335:17,302,15,58,61,616,654,542,94,861
3346:17,61,302,15,58,542,616,402,564,654
3352:17,61,542,15,302,58,616,654,402,564
3353:17,61,15,302,542,616,58,564,32,402
3360:17,61,15,58,542,616,302,654,32,322
3374:17,61,542,15,654,32,58,616,302,322
3376:17,61,15,58,32,542,616,654,302,8
3383:1462,70,17,1023,302,138,542,654,58,354
3386:236,3448,4203,10075,14750,12253,4756,11621,776,18017
3411:236,3448,654,70,302,4203,17,542,76,138
3412:236,3448,654,70,302,4203,17,542,76,138
3413:245,17,8,61,94,564,654,15,84,508
3416:245,17,8,61,94,564,654,15,84,508
3419:17,58,61,542,32,302,564,616,1196,1403
3421:58,17,302,616,1196,32,61,542,654,238
3423:58,17,302,616,1196,32,61,542,654,238
3426:58,17,302,616,1196,654,32,61,542,861
3428:902,542,616,17,518,861,58,76,564,32
3429:58,616,17,564,302,542,654,363,518,1196
3431:58,616,17,564,302,542,654,363,518,1196
3432:58,616,17,564,302,363,542,654,61,518
3450:58,17,616,302,564,654,363,1196,32,61
3453:58,17,616,302,564,654,363,1196,32,61
3475:616,17,58,302,564,654,363,61,8,76
3478:17,58,302,654,61,616,15,542,32,564
3479:17,302,58,654,15,61,542,616,564,650
3480:17,58,302,654,61,616,15,32,1196,542
3490:58,302,616,17,542,654,861,1196,32,61
3500:58,17,32,61,302,616,542,1196,15,654
3514:58,17,616,302,32,61,15,542,654,1196
3529:58,17,616,302,32,61,15,542,654,1196
3546:58,17,616,302,32,61,15,542,654,1196
3547:17,58,61,302,616,15,32,542,1196,554
3551:17,58,61,302,616,15,32,542,1196,554
3557:58,17,61,32,302,616,15,542,554,1196
3572:58,17,61,32,302,616,15,542,554,1196
3579:58,17,616,61,302,15,554,32,542,654
3580:81,262,17,780,70,508,564,698,5767,3137
3593:17,15,302,61,542,616,650,654,787,8
3599:564,15,17,302,616,262,650,654,61,32
3609:650,654,17,302,61,542,616,15,58,364
3610:17,70,8,58,61,564,650,302,508,654
3613:17,70,8,58,61,564,650,302,508,654
3628:17,61,650,8,302,564,58,70,76,508
3656:17,15,302,654,8,616,650,58,61,542
3657:302,17,654,616,650,15,58,542,32,61
3663:17,302,58,542,616,15,654,61,32,1196
3674:17,616,1196,61,8,58,518,564,32,364
3684:17,616,1196,61,8,58,518,564,32,364
3685:17,32,58,61,616,542,1196,564,902,518
3686:17,32,58,61,616,542,1196,564,902,518
3692:616,17,58,61,1196,32,542,564,114,654
3694:17,58,32,616,542,61,1196,364,564,1511
3701:17,58,61,542,616,32,302,518,654,8
3702:17,58,61,542,616,32,302,518,654,8
3717:17,58,61,542,32,518,616,1403,245,302
3721:17,542,32,61,58,616,518,302,1403,245
3728:901,2414,76,347,654,17,698,1344,58,262
3735:17,58,61,542,302,518,616,1403,94,654
3736:17,58,61,302,616,542,94,518,654,32
3737:17,58,61,302,542,616,654,32,76,94
3751:17,58,61,302,542,616,654,518,564,650
3752:17,58,302,61,654,616,76,518,542,564
3800:17,61,58,542,564,616,302,518,15,32
3811:17,61,58,542,564,616,302,518,15,32
3820:17,61,58,302,654,76,542,616,15,564
3840:17,61,302,58,654,15,76,616,542,564
3846:542,15,17,616,654,29,32,61,245,103
3849:17,654,15,29,61,302,542,616,32,58
3850:17,29,302,654,15,616,58,542,554,32
3857:17,58,302,15,29,616,654,61,101,289
